,k,distance,seed,silhouette,davies_bouldin,adjusted_rand_score,homogeneity_completeness_v_measure,sum_of_squared_error
k6_L1_seed20,6,L1,20,0.2817320716347528,1.64116996507138,-0.0037338287450448854,"(np.float64(0.17815733570203976), np.float64(0.027132469741125036), np.float64(0.04709292319372689))",973.9384822190367
k6_L1_seed25,6,L1,25,0.2582819811268166,1.5643336223442275,0.00905956776942624,"(np.float64(0.0408718885911744), np.float64(0.00729096874485736), np.float64(0.012374500963779289))",1089.2119591606431
k6_L1_seed30,6,L1,30,0.2676053098770948,1.5228842158420877,-0.011259319407841256,"(np.float64(0.14154111793378077), np.float64(0.02116293406855609), np.float64(0.0368205377795914))",985.3946239935539
k6_L1_seed35,6,L1,35,0.2525255764124478,1.4321764195758186,-0.014225504795361808,"(np.float64(0.0954433805388372), np.float64(0.015192413363099696), np.float64(0.026212408096476895))",996.846960945607
k6_L1_seed40,6,L1,40,0.29492367768570305,1.3311356042841085,-0.0036360754883484657,"(np.float64(0.10143641707116804), np.float64(0.014453472920450735), np.float64(0.025301749917817744))",877.4360595992385
k6_L1_seed45,6,L1,45,0.2829565684232364,1.388841956279422,-0.005082585465899286,"(np.float64(0.0962060941473897), np.float64(0.01380729064520251), np.float64(0.02414879800738883))",933.6581999907818
k6_L1_seed50,6,L1,50,0.27109342897672495,1.4591711691710982,0.0033229503171287983,"(np.float64(0.11474618154827307), np.float64(0.017510496255366576), np.float64(0.030384289333227982))",990.1766286572692
k6_L1_seed55,6,L1,55,0.2562100407768135,1.5818958287037352,-0.010236162415497695,"(np.float64(0.07754848208380458), np.float64(0.01253319838257136), np.float64(0.02157887164608099))",1017.2479845997374
k6_L1_seed60,6,L1,60,0.27528504634524004,1.475625910259601,-0.01206303957857023,"(np.float64(0.12058370264831023), np.float64(0.018376463928003763), np.float64(0.03189262242003543))",960.8263382560103
k6_L1_seed65,6,L1,65,0.2754486099327588,1.4791667335125618,-0.004122086501511906,"(np.float64(0.19091515725712277), np.float64(0.028617150795128516), np.float64(0.04977351983200934))",973.8699070230687
k6_L2_seed20,6,L2,20,0.2556024569861303,1.5238979726317838,-0.012641474661491394,"(np.float64(0.12342691181887087), np.float64(0.019143995048121174), np.float64(0.03314679327767405))",1009.8976877196441
k6_L2_seed25,6,L2,25,0.27883100813243494,1.5953468134497355,-0.0018953933576584682,"(np.float64(0.19699934231259467), np.float64(0.029332178086663566), np.float64(0.05106155591121599))",982.6803645953888
k6_L2_seed30,6,L2,30,0.24289220824984878,1.454838821404168,-0.011537910689600297,"(np.float64(0.1377994743337293), np.float64(0.020222318066558796), np.float64(0.03526886712337024))",979.6566850110997
k6_L2_seed35,6,L2,35,0.2844092580530871,1.5817171485335804,0.0019310937484508651,"(np.float64(0.1859728266893198), np.float64(0.027892749793706952), np.float64(0.04850985005233237))",956.8704666748575
k6_L2_seed40,6,L2,40,0.28768423624549067,1.5998503418386438,0.009862292560387847,"(np.float64(0.17006608692134006), np.float64(0.02608825032920889), np.float64(0.04523709962574892))",980.4023700216975
k6_L2_seed45,6,L2,45,0.27997845010362227,1.4564133852515109,-0.004301563829425281,"(np.float64(0.1062644345908556), np.float64(0.01422762817324928), np.float64(0.02509527729406026))",915.467428538385
k6_L2_seed50,6,L2,50,0.29212899839606055,1.4679166994286577,0.009662593020391363,"(np.float64(0.16525054089360275), np.float64(0.021984169960057885), np.float64(0.03880579578896422))",908.4561449267413
k6_L2_seed55,6,L2,55,0.27314641012553925,1.4761559362110626,0.015013132171366052,"(np.float64(0.14616950029168838), np.float64(0.02101414653849251), np.float64(0.03674554726884037))",956.0836208167347
k6_L2_seed60,6,L2,60,0.28229749703291057,1.5010257324788874,0.0053314210985904945,"(np.float64(0.11493083681659189), np.float64(0.016332379750392263), np.float64(0.0286004582397393))",950.1353613463516
k6_L2_seed65,6,L2,65,0.2539662301265535,1.562266193982447,0.004199819119224217,"(np.float64(0.12952316650317436), np.float64(0.01788198118067706), np.float64(0.031425372346412336))",1046.0522096448587
k6_cosine_seed20,6,cosine,20,0.2843028023935696,1.5123636579878206,0.015451053705025718,"(np.float64(0.18797594168220808), np.float64(0.02569791387409905), np.float64(0.04521460566315374))",920.7426602296085
k6_cosine_seed25,6,cosine,25,0.26435312120547877,1.6089503913912342,-0.0008519628100584362,"(np.float64(0.17977058791111616), np.float64(0.024823247767249045), np.float64(0.04362291591225639))",1056.7844412731347
